0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.530443,0.6381213,0.65535444,0.626481,0.63111067,0.6378776,0.6168931,0.64986795,0.6370401,0.62935793,0.6224032,0.60493064,0.6863999,0.6653956,0.5735154,0.5728281,0.58109516,0.67289215,0.6153058,0.53722155,0.63659966,0.6794012,0.613957,0.6391954,0.58076227,0.60593945,0.57084244,0.6128467,0.6685006,0.6819094,0.6235973,0.47212166,0.6645435,0.6239827,0.653722,0.6319811,0.6465107,0.67402524,0.6354503,0.66515344,0.6090156,0.5373303,0.6375396,0.6463922,0.5721721,0.5724186,0.635581,,,,,,,,,,,,,,,,,,,,,,
0.51433367,0.62239754,0.6341217,0.59778124,0.61854184,0.5969588,0.6088188,0.59643453,0.5836445,0.6196474,0.5942149,0.58593714,0.66135275,0.6215802,0.55309737,0.5534111,0.564151,0.63062674,0.58405095,0.55856615,0.6157454,0.64506155,0.5729753,0.6013482,0.5699423,0.5767195,0.55876917,0.59196085,0.6317889,0.6564266,0.59062195,0.47123867,0.61923826,0.6012572,0.62423325,0.598924,0.6335817,0.6399326,0.60264874,0.6369518,0.5989475,0.54249966,0.62792826,0.64494425,0.5711283,0.5611769,0.6151266,0.59769505,,,,,,,,,,,,,,,,,,,,,
0.52041644,0.64819556,0.6318106,0.6124421,0.62686104,0.6481655,0.65137655,0.66827005,0.63117516,0.65399057,0.61511385,0.60764515,0.6812124,0.6506828,0.59943956,0.567591,0.5821295,0.6724823,0.62229586,0.54017687,0.6597763,0.68443424,0.59132564,0.6294872,0.57969195,0.6055072,0.5781633,0.62508476,0.65339595,0.68061286,0.5972052,0.48305207,0.6706546,0.6281725,0.6519423,0.6385397,0.6478774,0.6661207,0.6341078,0.6751099,0.6152368,0.5314067,0.64479977,0.6540464,0.5767971,0.5560898,0.6316023,0.60970026,0.6451158,,,,,,,,,,,,,,,,,,,,
0.6041409,0.6713547,0.68814236,0.67600626,0.6652771,0.6787251,0.66792315,0.6903614,0.6710154,0.67778176,0.67870855,0.6569878,0.70259744,0.69590837,0.63697016,0.6399188,0.6405939,0.6910377,0.6715367,0.609476,0.6695128,0.6937228,0.6689932,0.6893977,0.65219426,0.6503656,0.6453825,0.66980946,0.7050247,0.70012784,0.66237247,0.56384504,0.6936151,0.6735445,0.68684727,0.6857432,0.6749012,0.69931334,0.67250323,0.68518656,0.65994173,0.6039927,0.66631943,0.6698764,0.62802404,0.61615354,0.67019707,0.6446978,0.66195154,0.68611705,,,,,,,,,,,,,,,,,,,
0.52390134,0.59804577,0.599774,0.58051246,0.60419476,0.5903935,0.5959155,0.6042678,0.57848185,0.60495234,0.58907044,0.5857515,0.61562747,0.59997547,0.5753597,0.55708,0.5596034,0.60127974,0.57728934,0.5444441,0.600931,0.6127028,0.56417584,0.5943193,0.55941516,0.58087146,0.55855733,0.59426403,0.60740674,0.61371887,0.58346653,0.51240444,0.6056177,0.58807486,0.6048604,0.5920368,0.6094626,0.6118673,0.59756345,0.61491895,0.5924849,0.54368544,0.60885,0.6146374,0.56964517,0.55883056,0.5941154,0.5893661,0.606874,0.6264247,0.5878728,,,,,,,,,,,,,,,,,,
0.6715621,0.7360435,0.7572299,0.7473721,0.7219278,0.7476295,0.74181104,0.75583905,0.7403646,0.745155,0.749277,0.72450155,0.77165544,0.76190084,0.69234467,0.7146509,0.7097231,0.7581074,0.73755044,0.6887022,0.7287029,0.75756973,0.7419471,0.75668687,0.7262354,0.71175563,0.7175622,0.7430963,0.7717674,0.76567334,0.7236013,0.6333717,0.75656134,0.74135625,0.7532232,0.7511291,0.7405209,0.7605282,0.73043203,0.742986,0.72703904,0.6679269,0.72055763,0.7251557,0.68591255,0.6796737,0.71961915,0.69936776,0.7081974,0.7342633,0.6682161,0.7664564,,,,,,,,,,,,,,,,,
0.5968449,0.6334952,0.6388448,0.63290286,0.6365654,0.6319185,0.6399051,0.6349124,0.62696195,0.63931674,0.6329153,0.629418,0.6528006,0.6408158,0.61144745,0.61679494,0.6179093,0.643781,0.62649804,0.61583143,0.6324327,0.64502984,0.6261098,0.6359452,0.62244606,0.620954,0.6160397,0.63477826,0.64481705,0.650632,0.6223013,0.5787521,0.6389958,0.63275176,0.6417567,0.6333411,0.63656473,0.64686584,0.6300579,0.64398193,0.63078463,0.60025764,0.6425153,0.6405181,0.6145443,0.60899895,0.6326595,0.6317821,0.6314245,0.647637,0.6157261,0.67764205,0.63568324,,,,,,,,,,,,,,,,
0.5425442,0.59324795,0.60749996,0.59490484,0.6019474,0.59858173,0.5889576,0.6068525,0.58926296,0.60114247,0.6014511,0.5889853,0.6129645,0.61137646,0.56905127,0.57387406,0.5700243,0.6017349,0.5922979,0.5470446,0.59610623,0.60601884,0.5900524,0.6072868,0.57975274,0.579459,0.5766481,0.5930163,0.6178368,0.60918784,0.6020757,0.52278596,0.60552335,0.59299845,0.6031156,0.6033086,0.59635717,0.616087,0.59837043,0.60843045,0.5905947,0.5530354,0.60266036,0.59639794,0.56904984,0.5697654,0.60408676,0.5860184,0.59245527,0.6381442,0.5850308,0.6765476,0.61231554,0.5929952,,,,,,,,,,,,,,,
0.58745265,0.627853,0.6296345,0.6256234,0.62735283,0.6286153,0.6222014,0.6357699,0.62293565,0.6280714,0.62622446,0.61898106,0.638674,0.638744,0.60879916,0.6046934,0.6113655,0.6348544,0.6242469,0.5899196,0.628191,0.63973075,0.6154161,0.630921,0.60725373,0.6164181,0.6112995,0.6219001,0.6378747,0.64020777,0.6193402,0.564598,0.6357377,0.62508535,0.63211745,0.6307906,0.62861305,0.6413822,0.62975043,0.6398465,0.6188139,0.5878329,0.6277685,0.628607,0.6046445,0.59878474,0.62908155,0.6139796,0.63079846,0.64838594,0.6082909,0.6747087,0.62353677,0.61212397,0.62698203,,,,,,,,,,,,,,
0.5828366,0.6206209,0.62781715,0.61794263,0.62424046,0.6220063,0.61820614,0.62816876,0.6162195,0.62345845,0.6243456,0.61563796,0.6339724,0.62979126,0.5994455,0.6008443,0.6040345,0.62440217,0.6177219,0.58847857,0.61871564,0.6298411,0.6116678,0.6259478,0.60453016,0.60940874,0.60474193,0.618332,0.6324042,0.63134545,0.61933535,0.5630897,0.6266998,0.61570275,0.6267942,0.6217392,0.62330514,0.63164854,0.62171745,0.62794346,0.6151798,0.5856815,0.6264942,0.6233752,0.60131145,0.59359384,0.62210655,0.6117607,0.6209093,0.6443136,0.6082919,0.6732598,0.6251407,0.6117338,0.62427384,0.61949635,,,,,,,,,,,,,
0.5543396,0.59483784,0.60144854,0.59235245,0.6023067,0.5969158,0.5888562,0.60086334,0.5879951,0.5998473,0.5958063,0.5865598,0.6078028,0.60456127,0.57644534,0.57195425,0.5795538,0.6041483,0.5896015,0.5551457,0.6014657,0.61081374,0.58308154,0.6029534,0.57600135,0.58969295,0.5746782,0.5909674,0.60527384,0.6090262,0.58816755,0.52838725,0.6060549,0.59592086,0.60343766,0.6034184,0.60265714,0.6118523,0.5999102,0.6090747,0.5921919,0.55867636,0.5994885,0.6023372,0.5746408,0.56727034,0.6013422,0.5892558,0.5983676,0.62706417,0.5856286,0.6542354,0.606663,0.5900715,0.6102241,0.60529655,0.59225494,,,,,,,,,,,,
0.59037507,0.61261827,0.6154371,0.6131208,0.61861354,0.6146316,0.6137917,0.6177251,0.6085477,0.61660606,0.6151287,0.6092304,0.6219489,0.62057346,0.6017216,0.60054666,0.60416734,0.6201313,0.6102349,0.59325856,0.61542124,0.6222288,0.60537213,0.6170815,0.6012131,0.6084519,0.60232306,0.6116023,0.6192559,0.6233452,0.60734767,0.5746695,0.6181363,0.6140838,0.6182231,0.6150639,0.61643136,0.62444884,0.61507756,0.6227338,0.60977614,0.59004265,0.6188143,0.617056,0.6008438,0.59577703,0.61537,0.60934585,0.6161738,0.63139933,0.60377824,0.65131295,0.6202761,0.60582066,0.61773443,0.61727005,0.60421354,0.61297643,,,,,,,,,,,
0.6374902,0.66036963,0.6638268,0.66010714,0.6597055,0.6609028,0.6616556,0.6633616,0.65697753,0.66301227,0.6603621,0.65700424,0.6706979,0.66623014,0.64651644,0.64936566,0.650045,0.6663491,0.6573999,0.6454976,0.659648,0.66767985,0.6553305,0.662045,0.6515293,0.65295553,0.649607,0.65936756,0.6666102,0.6705827,0.6539592,0.62306404,0.664294,0.65983075,0.66507345,0.6611514,0.66204447,0.6687525,0.6598313,0.66726285,0.6576401,0.63801193,0.6615229,0.6630031,0.6469423,0.6437778,0.658425,0.65540355,0.6581127,0.6659062,0.6439455,0.68487054,0.6541637,0.6407347,0.64849323,0.64745337,0.63557684,0.6391848,0.66271716,,,,,,,,,,
0.5903279,0.617592,0.61751306,0.6163003,0.62142843,0.6182371,0.61884916,0.62214845,0.61205137,0.6226666,0.6168437,0.6125112,0.6278318,0.62435484,0.60877115,0.60286236,0.60684603,0.62633294,0.6114809,0.597451,0.6222864,0.6283317,0.60655546,0.62030387,0.60250556,0.613817,0.60270345,0.6157802,0.62298846,0.6307934,0.6066435,0.5748377,0.6241994,0.61914545,0.6241015,0.6192906,0.62231493,0.6306917,0.62185466,0.6311111,0.61378664,0.5904212,0.621014,0.626723,0.60538244,0.5976296,0.61842644,0.61315227,0.6227625,0.6311147,0.6093418,0.64995795,0.6222294,0.6021021,0.6182445,0.6137272,0.6036032,0.6142294,0.6416809,0.61827,,,,,,,,,
0.5896638,0.6091489,0.6106228,0.60713094,0.61309445,0.60692805,0.6065563,0.6090029,0.60103416,0.61050224,0.60878783,0.6065253,0.61299443,0.6129082,0.5971772,0.5972603,0.6011423,0.6102732,0.60474867,0.5936533,0.6075279,0.6132796,0.6012216,0.609859,0.5979308,0.60411197,0.5989889,0.6061746,0.61193126,0.6145922,0.6042246,0.58118224,0.6096734,0.607181,0.6107916,0.6082428,0.6100268,0.61469936,0.6079579,0.61237705,0.60627973,0.594524,0.6096696,0.61138725,0.5997361,0.59558547,0.60910374,0.6058181,0.60538924,0.6194476,0.6001689,0.63537246,0.6141124,0.60105807,0.60903966,0.6103465,0.59907335,0.6083101,0.63049394,0.6053761,0.60702324,,,,,,,,
0.652606,0.6734685,0.6757343,0.67364585,0.6734329,0.6745938,0.67244524,0.67780125,0.6713953,0.67524815,0.67397463,0.66957396,0.6807635,0.67975396,0.6639087,0.6640962,0.6651379,0.6795332,0.67132336,0.65627176,0.674695,0.6817429,0.6677746,0.6765475,0.6634071,0.6699006,0.66532856,0.67313755,0.6797661,0.682441,0.66740495,0.6395642,0.6792736,0.6748402,0.6781126,0.6762123,0.67644995,0.6826145,0.6747508,0.6795558,0.67028606,0.6523839,0.670886,0.67515534,0.65894836,0.6558603,0.6715385,0.664664,0.6702682,0.6791574,0.65574723,0.69307643,0.65761,0.65489304,0.66082484,0.6576475,0.6504028,0.6494942,0.6684327,0.6510177,0.6382232,0.67684734,,,,,,,
0.607626,0.63142145,0.63519174,0.630539,0.63560635,0.63235044,0.6335256,0.6340921,0.6228694,0.6358641,0.6326882,0.6288398,0.6386831,0.63762474,0.6161874,0.62167937,0.6225234,0.6349136,0.62682503,0.6143107,0.63181925,0.63853097,0.62429434,0.6352883,0.62337196,0.6262011,0.6182327,0.62971026,0.6354786,0.6393252,0.62480843,0.5960512,0.6345672,0.6314418,0.63557565,0.63399285,0.63703084,0.6384588,0.6309793,0.6348327,0.63236856,0.61424685,0.6345168,0.63509554,0.6172763,0.6107591,0.62865645,0.62854236,0.62722987,0.63957083,0.6163921,0.6584355,0.62970716,0.61543554,0.62177706,0.6234373,0.61437243,0.6195512,0.64321065,0.61770934,0.6160375,0.64958334,0.6328707,,,,,,
0.61175656,0.6251121,0.6276185,0.6253058,0.62680596,0.6252654,0.62468207,0.6266729,0.62173903,0.626623,0.6259331,0.6235631,0.6299222,0.62881494,0.6160189,0.6183825,0.61932206,0.62732744,0.6236856,0.6148121,0.62481505,0.6288439,0.6218744,0.6268004,0.6196544,0.6212662,0.61947787,0.62411755,0.62902844,0.63004243,0.6230625,0.60408497,0.6268007,0.6250661,0.6271436,0.62591225,0.625822,0.6300067,0.6251536,0.62861603,0.62370455,0.6133236,0.6263267,0.62573576,0.6182263,0.6152853,0.6247407,0.623116,0.6233385,0.63371307,0.6168167,0.6471882,0.62670165,0.6190168,0.62416977,0.6244361,0.6150836,0.62087095,0.6394957,0.6178715,0.6173322,0.64373827,0.62508434,0.6251872,,,,,
0.58774,0.60004675,0.6020941,0.6001533,0.60427463,0.6002719,0.5994098,0.6017312,0.5961128,0.6017901,0.60102385,0.59848034,0.60395753,0.6040521,0.59180176,0.59334743,0.5954887,0.6023018,0.5976512,0.58957684,0.6009999,0.60403055,0.59578294,0.6023102,0.59389883,0.5976547,0.5940561,0.59897435,0.60313594,0.60461026,0.5980743,0.58036876,0.6017438,0.6004422,0.6023131,0.60105556,0.6022959,0.60552657,0.60148674,0.6043563,0.5991917,0.5893616,0.6025533,0.60219145,0.5941556,0.5912256,0.601607,0.59914744,0.59924436,0.6109045,0.59523374,0.62389725,0.6063239,0.5976426,0.6042388,0.604264,0.59673923,0.6044005,0.621285,0.6018396,0.60207623,0.6285933,0.61048234,0.61254835,0.59935355,,,,
0.5779918,0.5886289,0.58956456,0.5886706,0.5917089,0.5885305,0.58892447,0.5900767,0.5866737,0.5905759,0.58863896,0.5880938,0.5928223,0.5915545,0.58512765,0.58385104,0.5840356,0.5911872,0.5873067,0.5811297,0.5899008,0.5923653,0.5855413,0.5901281,0.5841469,0.5869402,0.58451474,0.5893821,0.59207755,0.5932341,0.5866622,0.5739694,0.5910523,0.58932436,0.5908187,0.59009904,0.58982456,0.5942185,0.59047127,0.59350026,0.58859366,0.5798516,0.59156185,0.5916257,0.58370155,0.58232373,0.59021574,0.5883897,0.5897308,0.59873354,0.5870922,0.6096591,0.59726065,0.5879889,0.594548,0.592962,0.58658016,0.5938734,0.61117786,0.59435886,0.59215724,0.6188902,0.59606695,0.60220987,0.5906633,0.58831215,,,
0.64850175,0.65825015,0.66020674,0.6586091,0.6589278,0.6588752,0.65854144,0.65998644,0.65639204,0.6598822,0.6590723,0.65698034,0.6624038,0.66121995,0.6518508,0.6538633,0.6541691,0.66080993,0.6572984,0.6509753,0.6582246,0.66161054,0.6561624,0.6601178,0.6544093,0.65574443,0.65396076,0.6582342,0.66139275,0.66246945,0.65571415,0.6418829,0.6602718,0.65873855,0.6604926,0.65943533,0.659461,0.66233104,0.65830964,0.6610175,0.6573824,0.6488106,0.65835804,0.6588576,0.65202874,0.6500438,0.6574056,0.6554277,0.6562466,0.662253,0.64986026,0.6714726,0.6539373,0.6497797,0.6519148,0.6519735,0.64657307,0.6469611,0.6607343,0.6459702,0.6409816,0.66366947,0.6491254,0.64604497,0.63444483,0.6244269,0.65951514,,
0.5732899,0.5797262,0.5801663,0.5796999,0.58265936,0.57992953,0.5801818,0.58095145,0.57784826,0.5809933,0.58005226,0.5795078,0.581815,0.58174783,0.5777142,0.5768714,0.5773135,0.58147705,0.5786574,0.57458436,0.58091325,0.5822846,0.5773728,0.58087736,0.57657856,0.5793043,0.5766446,0.57993543,0.5811683,0.58251446,0.5782457,0.5705567,0.581213,0.58034396,0.5812081,0.5806995,0.58114755,0.5833372,0.5812106,0.58295596,0.58005506,0.57487416,0.5819484,0.58205473,0.5770796,0.5753699,0.58078957,0.57966584,0.58106995,0.5863175,0.5794378,0.5929092,0.5856391,0.5791052,0.58429074,0.5836737,0.57978505,0.58597964,0.59668237,0.58566856,0.58510196,0.6030927,0.5895289,0.5921025,0.5849713,0.58168983,0.6102646,0.5794386,
0.594242,0.5969745,0.5975213,0.59710026,0.59777,0.5969961,0.59709144,0.597367,0.59639496,0.59743714,0.5972678,0.5968933,0.5981303,0.5978423,0.59524363,0.59575725,0.59592223,0.59750396,0.5966254,0.59502643,0.59696037,0.5977586,0.59645194,0.597538,0.5960776,0.59631735,0.59592503,0.59708333,0.59794205,0.5980466,0.5967172,0.5928143,0.59741354,0.5970571,0.59752923,0.5973073,0.5972305,0.59821445,0.5972179,0.5978812,0.5969527,0.59462124,0.59786105,0.59735113,0.595575,0.5951063,0.5972998,0.5968667,0.5967317,0.5998514,0.5957954,0.6033072,0.5993201,0.5967036,0.59796023,0.5983355,0.59572953,0.597979,0.6036396,0.5964159,0.5974868,0.60526645,0.59940445,0.6018435,0.5971462,0.5939053,0.6106823,0.58916706,0.5969466
